1/20/00,0:33:30,7.4,20,-105,33,"71 km al NOROESTE de AUTLAN DE NAVARRO, JAL",1/20/00,6:33:30,revisado
5/16/00,14:12:00,6.9,20,-105,33,"71 km al NOROESTE de AUTLAN DE NAVARRO, JAL",5/16/00,20:12:00,revisado
3/5/01,4:45:00,6.9,25,-110,33,"100 km al NORESTE de LA PAZ, BCS",3/5/01,10:45:00,revisado
12/8/01,20:17:00,7,26,-110,33,"83 km al OESTE de AHOME, SIN",12/9/01,2:17:00,revisado
1/16/02,17:19:00,7,17.62,-99.72,33,"21 km al OESTE de ZUMPANGO DEL RIO, GRO",1/16/02,23:19:00,revisado
4/18/02,20:23:00,7.5,14.9,-91.5,25,"72 km al ESTE de CACAHOATAN, CHIS",4/19/02,2:23:00,revisado
9/23/02,14:18:00,7.7,16.5,-92.5,25,"5 km al SUROESTE de TEOPISCA, CHIS",9/23/02,20:18:00,revisado
12/12/02,17:10:00,7.1,29,-114,33,"115 km al NORTE de GUERRERO NEGRO, BCS",12/12/02,23:10:00,revisado
1/13/03,19:47:36,7.6,15,-93,33,"50 km al SUR de MAPASTEPEC, CHIS",1/14/03,1:47:36,revisado
10/24/05,11:40:00,6.6,20,-110,33,"320 km al SUR de CABO SAN LUCAS, BCS",10/24/05,17:40:00,revisado
12/16/05,23:27:00,7.1,17,-113,33,"727 km al SUROESTE de CABO SAN LUCAS, BCS",12/17/05,5:27:00,revisado
4/10/06,15:18:00,7.1,20,-110,33,"320 km al SUR de CABO SAN LUCAS, BCS",4/10/06,21:18:00,revisado
4/15/07,0:08:06,7.6,16.7,-99.2,33,"23 km al SURESTE de SAN MARCOS, GRO",4/15/07,6:08:06,revisado
10/16/07,8:57:18,7.1,28,-112.5,10,"77 km al NOROESTE de SANTA ROSALIA, BCS",10/16/07,14:57:18,revisado
3/26/08,17:03:30,7.5,16.7,-99.2,33,"23 km al SURESTE de SAN MARCOS, GRO",3/26/08,23:03:30,revisado
3/26/08,21:45:30,7,17,-101,33,"46 km al SUROESTE de TECPAN, GRO",3/27/08,3:45:30,revisado
10/12/08,23:06:00,6.9,18,-102,33,"23 km al ESTE de LAS GUACAMAYAS, MICH",10/13/08,5:06:00,revisado
7/30/09,4:51:54,7.2,16.8,-99.9,33,"8 km al SUR de ACAPULCO, GRO",7/30/09,10:51:54,revisado
7/31/09,12:43:10,6.9,16.62,-99.45,33,"20 km al SUROESTE de SAN MARCOS, GRO",7/31/09,18:43:10,revisado
9/5/09,5:17:20,6.6,16.53,-99.72,33,"42 km al SURESTE de ACAPULCO, GRO",9/5/09,11:17:20,revisado
10/31/09,4:23:00,6.9,17,-101.2,33,"60 km al SUR de PETATLAN, GRO",10/31/09,10:23:00,revisado
5/30/10,22:19:19,6.5,16.7,-99.2,33,"23 km al SURESTE de SAN MARCOS, GRO",5/31/10,4:19:19,revisado
9/23/10,21:32:42,6.9,16.77,-95.9,80,"65 km al SURESTE de TLACOLULA, OAX",9/24/10,3:32:42,revisado
2/3/11,14:41:55,6.5,17.8,-97.6,80,"19 km al ESTE de H HUAJUAPAN DE LEON, OAX",2/3/11,20:41:55,revisado
6/7/11,5:02:42,7.6,17.5,-102.5,33,"59 km al SUROESTE de CD LAZARO CARDENAS, MICH",6/7/11,11:02:42,revisado
8/27/11,4:59:18,6.7,17,-96,100,"51 km al ESTE de TLACOLULA, OAX",8/27/11,10:59:18,revisado
12/16/11,13:14:18,7.5,16.9,-100.7,50,"36 km al SUR de TECPAN, GRO",12/16/11,19:14:18,revisado
11/19/12,7:55:07,6.9,19.93,-99.83,33,"15 km al NORESTE de ATLACOMULCO, MEX",11/19/12,13:55:07,revisado
12/9/12,2:32:24,7,15.5,-93,33,"13 km al NOROESTE de MAPASTEPEC, CHIS",12/9/12,8:32:24,revisado
3/29/14,18:41:18,7.2,17,-92,150,"14 km al NORESTE de OCOSINGO, CHIS",3/30/14,0:41:18,revisado
9/6/15,19:20:48,7.4,14,-89,80,"348 km al ESTE de CD HIDALGO, CHIS",9/7/15,1:20:48,revisado
11/20/15,18:13:22,7,32,-115,10,"33 km al SURESTE de GPE VICTORIA(KM.43), BC",11/21/15,0:13:22,revisado
6/2/16,7:59:24,7,17.5,-95,150,"42 km al SUR de SAYULA DE ALEMAN, VER",6/2/16,13:59:24,revisado
11/21/16,0:25:24,6.8,18,-100,33,"43 km al SUROESTE de TELOLOAPAN, GRO",11/21/16,6:25:24,revisado
12/29/17,16:50:20,6.9,15,-97,33,"96 km al SUR de PUERTO ESCONDIDO, OAX",12/29/17,22:50:20,revisado
5/23/18,5:57:30,6.8,27,-111,33,"102 km al SUR de H GUAYMAS, SON",5/23/18,11:57:30,revisado
6/7/18,15:27:06,6.6,18.7,-103.3,33,"17 km al SUROESTE de COALCOMAN, MICH",6/7/18,21:27:06,revisado
4/17/19,14:53:03,6.9,14.5,-91.75,33,"48 km al SURESTE de CD HIDALGO, CHIS",4/17/19,20:53:03,revisado
1/3/20,22:21:56,6.4,19.27,-96.97,10,"13 km al NORTE de HUATUSCO, VER",1/4/20,4:21:56,revisado
4/19/20,15:06:36,6.7,19,-97,110,"9 km al SURESTE de COSCOMATEPEC, VER",4/19/20,21:06:36,revisado
2/4/21,2:22:44,7.4,15,-91,120,"125 km al ESTE de CACAHOATAN, CHIS",2/4/21,8:22:44,revisado
4/21/21,14:01:36,6.5,18.2,-103.3,33,"65 km al SUR de COALCOMAN, MICH",4/21/21,20:01:36,revisado
6/11/22,22:47:44,6.7,24,-108.5,33,"117 km al SUROESTE de NAVOLATO, SIN",6/12/22,4:47:44,revisado
8/7/25,1:47:48,6.7,19,-102,100,"10 km al SURESTE de NUEVA ITALIA, MICH",8/7/25,7:47:48,revisado
11/16/25,5:54:54,7,18,-107,33,"291 km al SUROESTE de CIHUATLAN, JAL",11/16/25,11:54:54,revisado
12/10/25,8:14:42,7,15.5,-92.5,33,"31 km al NOROESTE de MOTOZINTLA, CHIS",12/10/25,14:14:42,revisado
2/9/28,22:39:37,6.5,18.26,-97.99,84,"9 km al NORESTE de ACATLAN DE OSORIO, PUE",2/10/28,4:39:37,revisado
3/21/28,22:17:30,7.5,15.67,-96.1,33,"12 km al SURESTE de CRUCECITA, OAX",3/22/28,4:17:30,revisado
4/16/28,21:25:27,6.7,17.69,-96.44,115,"55 km al SUROESTE de TUXTEPEC, OAX",4/17/28,3:25:27,revisado
6/16/28,21:19:28,7.6,16.33,-96.7,33,"11 km al OESTE de MIAHUATLAN, OAX",6/17/28,3:19:28,revisado
8/4/28,12:28:17,7.4,16.83,-97.61,33,"49 km al SUR de H TLAXIACO, OAX",8/4/28,18:28:17,revisado
10/8/28,21:01:08,7.5,16.3,-97.3,33,"35 km al NORESTE de RIO GRANDE, OAX",10/9/28,3:01:08,revisado
1/2/31,3:49:02,6.7,19,-107,33,"257 km al SUROESTE de PUERTO VALLARTA, JAL",1/2/31,9:49:02,revisado
1/14/31,19:50:40,7.8,16.34,-96.87,40,"30 km al OESTE de MIAHUATLAN, OAX",1/15/31,1:50:40,revisado
6/3/32,4:36:52,8.2,19.57,-104.42,33,"4 km al SURESTE de CASIMIRO CASTILLO, JAL",6/3/32,10:36:52,revisado
6/18/32,4:12:10,7.8,19.5,-103.5,33,"14 km al SUROESTE de TUXPAN, JAL",6/18/32,10:12:10,revisado
6/22/32,6:59:28,6.9,18.74,-104.68,33,"52 km al SUROESTE de MANZANILLO, COL",6/22/32,12:59:28,revisado
7/7/32,10:15:51,6.7,29,-113,33,"149 km al OESTE de M ALEMAN(LA DOCE), SON",7/7/32,16:15:51,revisado
7/12/32,13:24:10,6.7,26.5,-110,33,"51 km al SUROESTE de HUATABAMPO, SON",7/12/32,19:24:10,revisado
7/25/32,3:12:46,6.9,18.87,-103.93,33,"7 km al SUROESTE de TECOMAN, COL",7/25/32,9:12:46,revisado
12/7/32,10:22:09,6.8,19,-104,33,"8 km al NOROESTE de CD DE ARMERIA, COL",12/7/32,16:22:09,revisado
4/8/33,21:58:17,6.6,19.5,-105,33,"54 km al NOROESTE de CIHUATLAN, JAL",4/9/33,3:58:17,revisado
5/8/33,4:33:40,6.9,17.5,-101,33,"29 km al ESTE de PETATLAN, GRO",5/8/33,10:33:40,revisado
1/28/34,13:10:03,6.8,17,-100,33,"9 km al ESTE de COYUCA DE BENITEZ, GRO",1/28/34,19:10:03,revisado
11/29/34,20:05:16,7,19,-105.31,33,"83 km al SUROESTE de CIHUATLAN, JAL",11/30/34,2:05:16,revisado
12/31/34,12:45:45,7.1,32,-114.75,33,"46 km al SURESTE de GPE VICTORIA(KM.43), BC",12/31/34,18:45:45,revisado
6/29/35,0:48:54,6.9,18.75,-103.5,33,"36 km al OESTE de COALCOMAN, MICH",6/29/35,6:48:54,revisado
12/14/35,16:05:17,7.3,14.75,-92.5,33,"31 km al SUROESTE de TAPACHULA, CHIS",12/14/35,22:05:17,revisado
7/25/37,21:47:13,7.3,18.45,-96.08,85,"24 km al NORTE de TRES VALLES, VER",7/26/37,3:47:13,revisado
10/6/37,3:47:18,6.9,17.78,-99.17,100,"20 km al NORTE de CHILAPA DE ALVAREZ, GRO",10/6/37,9:47:18,revisado
12/23/37,7:17:58,7.4,17.1,-98.07,33,"46 km al SUROESTE de H TLAXIACO, OAX",12/23/37,13:17:58,revisado
12/25/37,0:03:25,6.5,15.68,-97.8,33,"54 km al SUROESTE de RIO GRANDE, OAX",12/25/37,6:03:25,revisado
5/2/39,7:14:47,6.7,29.5,-113.5,33,"179 km al NORESTE de GUERRERO NEGRO, BCS",5/2/39,13:14:47,revisado
12/5/39,2:30:07,6.7,14.5,-91.5,33,"73 km al SURESTE de CD HIDALGO, CHIS",12/5/39,8:30:07,revisado
5/18/40,22:36:41,7.1,32.7,-115.5,33,"5 km al NOROESTE de MEXICALI, BC",5/19/40,4:36:41,revisado
7/27/40,7:32:30,6.7,14.25,-91.5,90,"85 km al SURESTE de CD HIDALGO, CHIS",7/27/40,13:32:30,revisado
4/15/41,13:09:51,7.6,18.85,-102.94,33,"25 km al NORESTE de COALCOMAN, MICH",4/15/41,19:09:51,revisado
6/20/42,4:02:07,6.7,19,-101,100,"43 km al NORTE de HUETAMO, MICH",6/20/42,10:02:07,revisado
8/6/42,17:36:59,7.9,14.8,-91.3,50,"93 km al ESTE de CD HIDALGO, CHIS",8/6/42,23:36:59,revisado
11/11/42,22:55:34,6.7,17.25,-94.25,90,"75 km al SUR de LAS CHOAPAS, VER",11/12/42,4:55:34,revisado
2/22/43,3:20:45,7.4,17.6,-101.1,33,"20 km al NORESTE de PETATLAN, GRO",2/22/43,9:20:45,revisado
8/31/43,10:10:40,6.7,14.25,-91.5,80,"85 km al SURESTE de CD HIDALGO, CHIS",8/31/43,16:10:40,revisado
9/23/43,9:00:44,6.7,15,-91.5,110,"71 km al ESTE de CACAHOATAN, CHIS",9/23/43,15:00:44,revisado
1/10/44,14:09:52,6.5,17,-101,33,"46 km al SUROESTE de TECPAN, GRO",1/10/44,20:09:52,revisado
6/28/44,1:58:54,7.1,15,-92.5,33,"16 km al SUR de HUIXTLA, CHIS",6/28/44,7:58:54,revisado
6/27/45,7:08:20,6.8,27,-111,33,"102 km al SUR de H GUAYMAS, SON",6/27/45,13:08:20,revisado
6/29/45,23:31:18,6.7,17,-115,33,"841 km al SUROESTE de CABO SAN LUCAS, BCS",6/30/45,5:31:18,revisado
10/11/45,10:53:02,6.5,18.32,-97.65,95,"31 km al SUROESTE de TEHUACAN, PUE",10/11/45,16:53:02,revisado
10/27/45,5:24:41,6.7,15,-91.25,200,"98 km al ESTE de CACAHOATAN, CHIS",10/27/45,11:24:41,revisado
6/6/46,22:13:20,6.5,16.5,-94,100,"31 km al NOROESTE de ARRIAGA , CHIS",6/7/46,4:13:20,revisado
7/10/46,22:46:42,6.9,17,-94.5,130,"59 km al ESTE de MATIAS ROMERO, OAX",7/11/46,4:46:42,revisado
1/6/48,11:23:36,6.9,17,-98,80,"45 km al SUROESTE de H TLAXIACO, OAX",1/6/48,17:23:36,revisado
1/6/48,11:25:58,7,17,-98,80,"45 km al SUROESTE de H TLAXIACO, OAX",1/6/48,17:25:58,revisado
8/11/48,4:36:19,6.5,17.75,-95.25,100,"31 km al SURESTE de J RODRIGUEZ CLARA, VER",8/11/48,10:36:19,revisado
12/3/48,18:22:48,6.9,22,-106.5,33,"116 km al SUROESTE de TECUALA, NAY",12/4/48,0:22:48,revisado
9/29/50,0:32:20,7,19,-107,60,"257 km al SUROESTE de PUERTO VALLARTA, JAL",9/29/50,6:32:20,revisado
10/21/50,3:42:58,6.6,17.73,-106,33,"225 km al SUROESTE de CIHUATLAN, JAL",10/21/50,9:42:58,revisado
10/23/50,10:13:20,7.2,14.3,-91.8,33,"56 km al SURESTE de CD HIDALGO, CHIS",10/23/50,16:13:20,revisado
11/17/50,13:28:23,6.6,17.5,-100.5,33,"33 km al NORTE de ATOYAC DE ALVAREZ, GRO",11/17/50,19:28:23,revisado
12/14/50,8:15:50,7.2,17.22,-98.12,33,"47 km al OESTE de H TLAXIACO, OAX",12/14/50,14:15:50,revisado
12/11/51,19:37:34,7,17,-94.5,100,"59 km al ESTE de MATIAS ROMERO, OAX",12/12/51,1:37:34,revisado
12/28/51,3:20:26,6.8,16.9,-98.7,33,"39 km al NOROESTE de OMETEPEC, GRO",12/28/51,9:20:26,revisado
8/24/53,7:21:02,6.7,14.1,-91.4,96,"103 km al SURESTE de CD HIDALGO, CHIS",8/24/53,13:21:02,revisado
12/1/53,9:18:33,6.7,16.4,-98.85,33,"57 km al SUROESTE de OMETEPEC, GRO",12/1/53,15:18:33,revisado
4/29/54,5:34:34,7,28.5,-113,33,"120 km al NORESTE de GUERRERO NEGRO, BCS",4/29/54,11:34:34,revisado
4/5/55,9:09:15,6.6,25,-110,33,"100 km al NORESTE de LA PAZ, BCS",4/5/55,15:09:15,revisado
8/28/55,14:13:30,6.6,14,-91,60,"145 km al SURESTE de CD HIDALGO, CHIS",8/28/55,20:13:30,revisado
9/26/55,2:28:20,6.9,15.5,-92.5,200,"31 km al NOROESTE de MOTOZINTLA, CHIS",9/26/55,8:28:20,revisado
2/9/56,8:32:39,6.7,31.9,-115.8,33,"75 km al ESTE de RODOLFO SANCHEZ T(MRO), BC",2/9/56,14:32:39,revisado
4/9/57,23:12:09,6.7,15.52,-98.25,33,"93 km al SUR de PINOTEPA NACIONAL, OAX",4/10/57,5:12:09,revisado
7/28/57,2:40:10,7.8,17.11,-99.1,33,"47 km al NORESTE de SAN MARCOS, GRO",7/28/57,8:40:10,revisado
5/24/59,13:17:43,6.8,17.72,-97.15,80,"28 km al SURESTE de TEPELMEME, OAX",5/24/59,19:17:43,revisado
8/26/59,2:25:31,6.4,18.26,-94.43,21,"12 km al NORTE de ALLENDE, VER",8/26/59,8:25:31,revisado
7/13/60,10:23:56,6.9,17,-94.5,150,"59 km al ESTE de MATIAS ROMERO, OAX",7/13/60,16:23:56,revisado
9/1/61,12:50:34,6.6,13.5,-92.66,25,"141 km al SUROESTE de CD HIDALGO, CHIS",9/1/61,18:50:34,revisado
5/11/62,8:11:57,7.1,17.25,-99.58,33,"34 km al SUR de CHILPANCINGO, GRO",5/11/62,14:11:57,revisado
5/19/62,8:58:10,7,17.12,-99.57,33,"41 km al NOROESTE de SAN MARCOS, GRO",5/19/62,14:58:10,revisado
11/18/63,8:38:26,6.5,29.68,-113.74,7,"182 km al SUR de PUERTO PEÑASCO, SON",11/18/63,14:38:26,revisado
7/5/64,20:14:37,6.5,26.32,-110.28,10,"85 km al SUROESTE de HUATABAMPO, SON",7/6/64,2:14:37,revisado
7/6/64,1:22:13,7.2,18.03,-100.77,55,"38 km al SUROESTE de CD ALTAMIRANO, GRO",7/6/64,7:22:13,revisado
8/23/65,13:46:02,7.4,16.178,-95.877,12,"53 km al NORESTE de CRUCECITA, OAX",8/23/65,19:46:02,revisado
12/9/65,0:07:51,6.5,17.249,-100.07,65,"27 km al NORTE de COYUCA DE BENITEZ, GRO",12/9/65,6:07:51,revisado
7/1/68,21:44:52,6.7,17.508,-100.256,62,"38 km al NORESTE de ATOYAC DE ALVAREZ, GRO",7/2/68,3:44:52,revisado
8/2/68,8:06:37,7.3,16.6,-97.8,16,"39 km al NORESTE de PINOTEPA NACIONAL, OAX",8/2/68,14:06:37,revisado
11/28/68,4:36:08,6.6,15.231,-94.775,23,"114 km al SURESTE de SALINA CRUZ, OAX",11/28/68,10:36:08,revisado
8/17/69,14:13:09,6.5,25.25,-109.24,15,"65 km al SUROESTE de LOS MOCHIS, SIN",8/17/69,20:13:09,revisado
8/17/69,14:15:00,6.7,25.12,-109.55,15,"93 km al SUROESTE de LOS MOCHIS, SIN",8/17/69,20:15:00,revisado
11/1/69,5:08:22,6.6,23.105,-107.99,10,"144 km al SUROESTE de LA CRUZ, SIN",11/1/69,11:08:22,revisado
2/3/70,23:08:50,6.6,15.524,-99.493,21,"141 km al SUR de SAN MARCOS, GRO",2/4/70,5:08:50,revisado
